business_id,hours,open,close
5UmKMjUEUNdYWqANhGckJw,Friday,11:00,21:00
5UmKMjUEUNdYWqANhGckJw,Tuesday,11:00,21:00
5UmKMjUEUNdYWqANhGckJw,Thursday,11:00,21:00
5UmKMjUEUNdYWqANhGckJw,Wednesday,11:00,21:00
5UmKMjUEUNdYWqANhGckJw,Monday,11:00,21:00
HZdLhv6COCleJMo7nPl-RA,Monday,10:00,21:00
HZdLhv6COCleJMo7nPl-RA,Tuesday,10:00,21:00
HZdLhv6COCleJMo7nPl-RA,Friday,10:00,17:00
HZdLhv6COCleJMo7nPl-RA,Wednesday,10:00,21:00
HZdLhv6COCleJMo7nPl-RA,Thursday,10:00,17:00
HZdLhv6COCleJMo7nPl-RA,Sunday,11:00,18:00
HZdLhv6COCleJMo7nPl-RA,Saturday,10:00,21:00
mVHrayjG3uZ_RLHkLj-AMg,Tuesday,10:00,19:00
mVHrayjG3uZ_RLHkLj-AMg,Friday,10:00,20:00
mVHrayjG3uZ_RLHkLj-AMg,Wednesday,10:00,19:00
mVHrayjG3uZ_RLHkLj-AMg,Thursday,10:00,19:00
mVHrayjG3uZ_RLHkLj-AMg,Saturday,10:00,16:00
KayYbHCt-RkbGcPdGOThNg,Monday,11:00,02:00
KayYbHCt-RkbGcPdGOThNg,Tuesday,11:00,02:00
KayYbHCt-RkbGcPdGOThNg,Friday,11:00,02:00
KayYbHCt-RkbGcPdGOThNg,Wednesday,11:00,02:00
KayYbHCt-RkbGcPdGOThNg,Thursday,11:00,02:00
KayYbHCt-RkbGcPdGOThNg,Saturday,12:00,02:00
b12U9TFESStdy7CsTtcOeg,Monday,07:30,19:00
b12U9TFESStdy7CsTtcOeg,Tuesday,07:30,19:00
b12U9TFESStdy7CsTtcOeg,Friday,07:30,19:00
b12U9TFESStdy7CsTtcOeg,Wednesday,07:30,19:00
b12U9TFESStdy7CsTtcOeg,Thursday,07:30,19:00
b12U9TFESStdy7CsTtcOeg,Saturday,07:30,16:00
wJr6kSA5dchdgOdwH6dZ2w,Monday,08:00,02:00
wJr6kSA5dchdgOdwH6dZ2w,Tuesday,08:00,02:00
wJr6kSA5dchdgOdwH6dZ2w,Friday,08:00,02:00
wJr6kSA5dchdgOdwH6dZ2w,Wednesday,08:00,02:00
wJr6kSA5dchdgOdwH6dZ2w,Thursday,08:00,02:00
wJr6kSA5dchdgOdwH6dZ2w,Sunday,08:00,02:00
wJr6kSA5dchdgOdwH6dZ2w,Saturday,08:00,02:00
yXuao0pFz1AxB21vJjDf5w,Monday,00:00,00:00
yXuao0pFz1AxB21vJjDf5w,Tuesday,00:00,00:00
yXuao0pFz1AxB21vJjDf5w,Friday,00:00,00:00
yXuao0pFz1AxB21vJjDf5w,Wednesday,00:00,00:00
yXuao0pFz1AxB21vJjDf5w,Thursday,00:00,00:00
yXuao0pFz1AxB21vJjDf5w,Sunday,00:00,00:00
yXuao0pFz1AxB21vJjDf5w,Saturday,00:00,00:00
fNGIbpazjTRdXgwRY_NIXA,Monday,11:00,23:00
fNGIbpazjTRdXgwRY_NIXA,Tuesday,11:00,23:00
fNGIbpazjTRdXgwRY_NIXA,Friday,11:00,23:00
fNGIbpazjTRdXgwRY_NIXA,Wednesday,11:00,23:00
fNGIbpazjTRdXgwRY_NIXA,Thursday,11:00,23:00
fNGIbpazjTRdXgwRY_NIXA,Saturday,11:00,23:00
b9WZJp5L1RZr4F1nxclOoQ,Monday,06:00,14:30
b9WZJp5L1RZr4F1nxclOoQ,Tuesday,06:00,14:30
b9WZJp5L1RZr4F1nxclOoQ,Friday,06:00,14:30
b9WZJp5L1RZr4F1nxclOoQ,Wednesday,06:00,14:30
b9WZJp5L1RZr4F1nxclOoQ,Thursday,06:00,14:30
b9WZJp5L1RZr4F1nxclOoQ,Sunday,07:00,12:30
b9WZJp5L1RZr4F1nxclOoQ,Saturday,06:00,12:30
zaXDakTd3RXyOa7sMrUE1g,Monday,07:00,14:00
zaXDakTd3RXyOa7sMrUE1g,Tuesday,07:00,14:00
zaXDakTd3RXyOa7sMrUE1g,Friday,07:00,14:00
zaXDakTd3RXyOa7sMrUE1g,Wednesday,07:00,14:00
zaXDakTd3RXyOa7sMrUE1g,Thursday,07:00,14:00
zaXDakTd3RXyOa7sMrUE1g,Saturday,07:00,12:00
zgy27FSnvwdINfk5cXBIyQ,Monday,00:00,00:00
zgy27FSnvwdINfk5cXBIyQ,Tuesday,00:00,00:00
zgy27FSnvwdINfk5cXBIyQ,Friday,00:00,00:00
zgy27FSnvwdINfk5cXBIyQ,Wednesday,00:00,00:00
zgy27FSnvwdINfk5cXBIyQ,Thursday,00:00,00:00
zgy27FSnvwdINfk5cXBIyQ,Sunday,00:00,00:00
zgy27FSnvwdINfk5cXBIyQ,Saturday,00:00,00:00
woOVJ0Z2f6XNCDntHA3b_g,Monday,08:30,19:00
woOVJ0Z2f6XNCDntHA3b_g,Tuesday,08:30,19:00
woOVJ0Z2f6XNCDntHA3b_g,Friday,08:30,19:00
woOVJ0Z2f6XNCDntHA3b_g,Wednesday,08:30,19:00
woOVJ0Z2f6XNCDntHA3b_g,Thursday,08:30,19:00
woOVJ0Z2f6XNCDntHA3b_g,Saturday,08:30,18:30
L0YSY79uzz_FIInvKmvyIw,Friday,09:00,15:00
L0YSY79uzz_FIInvKmvyIw,Tuesday,09:00,16:00
L0YSY79uzz_FIInvKmvyIw,Thursday,09:00,18:00
L0YSY79uzz_FIInvKmvyIw,Wednesday,12:00,18:00
L0YSY79uzz_FIInvKmvyIw,Monday,09:00,16:00
wqu7ILomIOPSduRwoWp4AQ,Monday,00:00,00:00
wqu7ILomIOPSduRwoWp4AQ,Tuesday,00:00,00:00
wqu7ILomIOPSduRwoWp4AQ,Friday,00:00,00:00
wqu7ILomIOPSduRwoWp4AQ,Wednesday,00:00,00:00
wqu7ILomIOPSduRwoWp4AQ,Thursday,00:00,00:00
wqu7ILomIOPSduRwoWp4AQ,Sunday,00:00,00:00
wqu7ILomIOPSduRwoWp4AQ,Saturday,00:00,00:00
P1fJb2WQ1mXoiudj8UE44w,Monday,11:00,22:00
P1fJb2WQ1mXoiudj8UE44w,Tuesday,11:00,22:00
P1fJb2WQ1mXoiudj8UE44w,Friday,11:00,23:00
P1fJb2WQ1mXoiudj8UE44w,Wednesday,11:00,22:00
P1fJb2WQ1mXoiudj8UE44w,Thursday,11:00,22:00
P1fJb2WQ1mXoiudj8UE44w,Sunday,11:00,21:00
P1fJb2WQ1mXoiudj8UE44w,Saturday,11:00,23:00
8QlnAcjGE6dgfKTVoxrPvQ,Monday,10:30,22:00
8QlnAcjGE6dgfKTVoxrPvQ,Tuesday,10:30,22:00
8QlnAcjGE6dgfKTVoxrPvQ,Friday,10:30,22:00
8QlnAcjGE6dgfKTVoxrPvQ,Wednesday,10:30,22:00
8QlnAcjGE6dgfKTVoxrPvQ,Thursday,10:30,22:00
8QlnAcjGE6dgfKTVoxrPvQ,Sunday,10:30,21:00
8QlnAcjGE6dgfKTVoxrPvQ,Saturday,10:30,22:00
t_gan0EXAw8csKIeFyazJw,Monday,10:00,00:00
t_gan0EXAw8csKIeFyazJw,Tuesday,10:00,00:00
t_gan0EXAw8csKIeFyazJw,Friday,10:00,01:30
t_gan0EXAw8csKIeFyazJw,Wednesday,10:00,00:00
t_gan0EXAw8csKIeFyazJw,Thursday,10:00,00:00
t_gan0EXAw8csKIeFyazJw,Sunday,11:00,23:00
t_gan0EXAw8csKIeFyazJw,Saturday,10:00,01:30
3gmBc0qN_LtGbZAjTtHWZg,Monday,06:00,21:30
3gmBc0qN_LtGbZAjTtHWZg,Tuesday,06:00,21:30
3gmBc0qN_LtGbZAjTtHWZg,Friday,07:00,22:30
3gmBc0qN_LtGbZAjTtHWZg,Wednesday,06:00,21:30
3gmBc0qN_LtGbZAjTtHWZg,Thursday,06:00,22:30
3gmBc0qN_LtGbZAjTtHWZg,Sunday,06:00,21:30
3gmBc0qN_LtGbZAjTtHWZg,Saturday,07:00,21:00
yHTLTr-QN-loO_7XoxS8qg,Monday,09:00,21:00
yHTLTr-QN-loO_7XoxS8qg,Tuesday,09:00,21:00
yHTLTr-QN-loO_7XoxS8qg,Friday,09:00,21:00
yHTLTr-QN-loO_7XoxS8qg,Wednesday,09:00,21:00
yHTLTr-QN-loO_7XoxS8qg,Thursday,09:00,21:00
yHTLTr-QN-loO_7XoxS8qg,Sunday,10:00,19:00
yHTLTr-QN-loO_7XoxS8qg,Saturday,09:00,21:00
6ilJq_05xRgek_8qUp36-g,Monday,00:00,00:00
6ilJq_05xRgek_8qUp36-g,Tuesday,00:00,00:00
6ilJq_05xRgek_8qUp36-g,Friday,00:00,00:00
6ilJq_05xRgek_8qUp36-g,Wednesday,00:00,00:00
6ilJq_05xRgek_8qUp36-g,Thursday,00:00,00:00
6ilJq_05xRgek_8qUp36-g,Sunday,00:00,00:00
6ilJq_05xRgek_8qUp36-g,Saturday,00:00,00:00
MKyk4F4HSzHF8v-4cYe3Ww,Friday,18:00,02:00
MKyk4F4HSzHF8v-4cYe3Ww,Saturday,18:00,02:00
MKyk4F4HSzHF8v-4cYe3Ww,Thursday,18:00,02:00
0hrB2iwQZ52VZcZWYywXrA,Friday,08:00,16:30
0hrB2iwQZ52VZcZWYywXrA,Tuesday,08:00,16:30
0hrB2iwQZ52VZcZWYywXrA,Thursday,08:00,16:30
0hrB2iwQZ52VZcZWYywXrA,Wednesday,08:00,16:30
0hrB2iwQZ52VZcZWYywXrA,Monday,08:00,16:30
sbW8qHJgzEIH42B0S-3New,Monday,11:30,00:00
sbW8qHJgzEIH42B0S-3New,Tuesday,11:30,00:00
sbW8qHJgzEIH42B0S-3New,Friday,11:30,02:00
sbW8qHJgzEIH42B0S-3New,Wednesday,11:30,00:00
sbW8qHJgzEIH42B0S-3New,Thursday,11:30,00:00
sbW8qHJgzEIH42B0S-3New,Sunday,11:30,00:00
sbW8qHJgzEIH42B0S-3New,Saturday,11:30,02:00
-taSf0shFSUKy9iCXnySsA,Monday,11:00,23:00
-taSf0shFSUKy9iCXnySsA,Tuesday,11:00,23:00
-taSf0shFSUKy9iCXnySsA,Friday,11:00,00:00
-taSf0shFSUKy9iCXnySsA,Wednesday,11:00,23:00
-taSf0shFSUKy9iCXnySsA,Thursday,11:00,23:00
-taSf0shFSUKy9iCXnySsA,Sunday,11:00,00:00
-taSf0shFSUKy9iCXnySsA,Saturday,11:00,00:00
McikHxxEqZ2X0joaRNKlaw,Monday,11:00,02:00
McikHxxEqZ2X0joaRNKlaw,Tuesday,11:00,02:00
McikHxxEqZ2X0joaRNKlaw,Friday,11:00,02:00
McikHxxEqZ2X0joaRNKlaw,Wednesday,11:00,02:00
McikHxxEqZ2X0joaRNKlaw,Thursday,11:00,02:00
McikHxxEqZ2X0joaRNKlaw,Sunday,11:00,00:00
McikHxxEqZ2X0joaRNKlaw,Saturday,11:00,02:00
frIRW4BGhdAWbSsG5ev2ng,Friday,07:30,17:00
frIRW4BGhdAWbSsG5ev2ng,Tuesday,07:30,17:00
frIRW4BGhdAWbSsG5ev2ng,Thursday,07:30,17:00
frIRW4BGhdAWbSsG5ev2ng,Wednesday,07:30,17:00
frIRW4BGhdAWbSsG5ev2ng,Monday,07:30,17:00
eT5Ck7Gg1dBJobca9VFovw,Monday,06:00,00:00
eT5Ck7Gg1dBJobca9VFovw,Tuesday,06:00,00:00
eT5Ck7Gg1dBJobca9VFovw,Friday,06:00,00:00
eT5Ck7Gg1dBJobca9VFovw,Wednesday,06:00,00:00
eT5Ck7Gg1dBJobca9VFovw,Thursday,06:00,00:00
eT5Ck7Gg1dBJobca9VFovw,Sunday,06:00,00:00
eT5Ck7Gg1dBJobca9VFovw,Saturday,06:00,00:00
HwwEfnZKLNOUoqfgcwAgcQ,Monday,10:00,21:00
HwwEfnZKLNOUoqfgcwAgcQ,Tuesday,10:00,21:00
HwwEfnZKLNOUoqfgcwAgcQ,Friday,10:00,22:00
